,ID,Name,Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,age-height-weight,num_for_test
4364,2486,Veniamin Veniaminovich Aleksandrov,M,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,26.0?180.0?81.0,267.32
4365,2486,Veniamin Veniaminovich Aleksandrov,M,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,30.0*180.0?81.0,8.36
4366,2487,Vladimir Petrovich Aleksandrov,M,Soviet Union-2,URS,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,Bronze,26.0(178.0?89.0,1765.92
4379,2495,Larisa Aleksandrova-Popova,F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver,19.0?180.0?83.0,284.18
4380,2495,Larisa Aleksandrova-Popova,F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Double Sculls,Gold,23.0(180.0?83.0,1703.62
4382,2497,Artur Aleksanyan,M,Armenia,ARM,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,20.0:190.0?98.0,1561.71
4383,2497,Artur Aleksanyan,M,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,24.0:190.0?98.0,1176.77
4404,2511,Vasily Ivanovich Alekseyev,M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,30.0:185.0?160.0,146.56
4405,2511,Vasily Ivanovich Alekseyev,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,34.0:185.0?160.0,1123.91
4410,2513,Galina Aleksandrovna Alekseyeva,F,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Diving,Diving Women's Platform,Bronze,17.0(157.0?50.0,79.36
4416,2517,Milan Aleksi,M,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze,26.0(193.0?96.0,636.37
4417,2517,Milan Aleksi,M,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold,30.0(193.0?96.0,2005.9
4457,2546,Alessandra dos Santos de Oliveira,F,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Silver,22.0*200.0?85.0,1356.18
4458,2546,Alessandra dos Santos de Oliveira,F,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze,26.0:200.0?85.0,653.02
4471,2552,Hugh Vincenzo Alessandroni,M,United States,USA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",Bronze,24.0?nan?nan,947.44
4475,2553,Karl Theophil Christian Aletter,M,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxless Fours,Silver,26.0?183.0?nan,1224.14
4482,2559,Alex Sandro Lobo Silva,M,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver,21.0?177.0?60.0,600.38
4498,2570,Gustav Bernhard Franck Alexander,M,Great Britain,GBR,1908 Summer,1908,Summer,London,Lacrosse,Lacrosse Men's Lacrosse,Silver,26.0*nan?nan,386.6
4507,2575,Lisa Alexander,F,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,27.0*172.0?58.0,166.7
4508,2576,Michael O'Donel Bjarne Alexander,M,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Team",Silver,24.0*188.0?74.0,1017.05
4524,2583,Buffy-Lynne Alexander-Williams,F,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze,23.0:170.0?69.0,1131.39
4555,2589,Marc Robert Alexandre,M,France,FRA,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Lightweight,Bronze,24.0*170.0?73.0,47.93
4556,2589,Marc Robert Alexandre,M,France,FRA,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Lightweight,Gold,28.0?170.0?73.0,331.11
4561,2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze,18.0:179.0?71.0,990.55
4562,2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver,22.0*179.0?71.0,1592.92
4569,2597,Constantin Alexandru,M,Romania,ROU,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver,26.0:157.0?52.0,269.55
4573,2599,Ion Alexe,M,Romania,ROU,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Heavyweight,Silver,26.0*189.0?81.0,1445.9
4583,2607,Vladimir Petrovich Aleynik,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Diving,Diving Men's Platform,Bronze,23.0:184.0?74.0,1118.71
4584,2607,Vladimir Petrovich Aleynik,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Diving,Diving Men's Platform,Silver,27.0(184.0?74.0,1669.19
4586,2608,Yevgeny Vasilyevich Aleynikov,M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,33.0(181.0?88.0,1280.69
4589,2610,Abdoul Razak Issoufou Alfaga,M,Niger,NIG,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Silver,21.0?207.0?90.0,725.14
4600,2619,Lidiya Nikolayevna Alfeyeva,F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Long Jump,Bronze,30.0(170.0?62.0,513.89
4612,2629,Alfonso Prez Muoz,M,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Gold,19.0(178.0?69.0,257.52
4623,2636,"Stephen Todd ""Steve"" Alford",M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Gold,19.0:185.0?74.0,1910.63
4627,2638,Axel Alfredsson,M,Sweden,SWE,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Bronze,22.0:nan?nan,825.09
4630,2639,Hans Daniel Alfredsson,M,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,33.0*182.0?92.0,444.86
4632,2639,Hans Daniel Alfredsson,M,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,41.0*182.0?92.0,1206.18
4637,2643,Max Ferdinand Alfthan,M,Heatherbell,FIN,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 12 metres,Bronze,20.0:nan?nan,577.67
4642,2648,"Zenny ""Algodo"" de Azevedo",M,Brazil,BRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Bronze,23.0?183.0?77.0,747.25
4645,2648,"Zenny ""Algodo"" de Azevedo",M,Brazil,BRA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Bronze,35.0*183.0?77.0,1216.17
4646,2649,Ulf Hkan Gran Algotsson,M,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,27.0?178.0?77.0,456.42
4658,2651,Sara Anneli Algotsson Ostholt,F,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver,37.0*163.0?56.0,922.9
4725,2694,Nasir Ali,M,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,25.0?176.0?69.0,1036.75
4727,2695,Nia Sifaatihii Ali,F,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Silver,27.0(170.0?65.0,505.74
4732,2699,Shaukat Ali,M,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold,30.0:nan?nan,1917.9
4736,2703,Syed Mushtaq Ali,M,India,IND,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Gold,22.0(165.0?61.0,916.4
4753,2715,mile Ali Khan,M,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,17.0(180.0?69.0,986.9
4765,2722,Rahim Aliabadi,M,Iran,IRI,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver,29.0*158.0?48.0,218.82
4767,2723,Gaston Jules Louis Antoine Alibert,M,France,FRA,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Individual",Gold,30.0(nan?nan,809.43
4768,2723,Gaston Jules Louis Antoine Alibert,M,France,FRA,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Team",Gold,30.0(nan?nan,928.2
4784,2735,Sergey Gennadyevich Alifirenko,M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,41.0:168.0?72.0,457.29
4785,2735,Sergey Gennadyevich Alifirenko,M,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,45.0?168.0?72.0,1600.64
4788,2737,Vladimir Aleksandrovich Alikin,M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver,22.0:nan?nan,1486.24
4790,2737,Vladimir Aleksandrovich Alikin,M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,22.0(nan?nan,121.51
4793,2739,Mirko Alilovi,M,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze,26.0?200.0?110.0,512.88
4805,2750,Aline Pellegrino,F,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver,22.0*180.0?71.0,958.38
4816,2755,Aleksey Aleksandrovich Alipov,M,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,Gold,29.0?175.0?80.0,1840.68
4817,2755,Aleksey Aleksandrovich Alipov,M,Russia,RUS,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Trap,Bronze,32.0?175.0?80.0,1906.72
4821,2756,Georgios Aliprantis,M,Greece,GRE,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Rope Climbing,Gold,nan:nan?nan,1683.39
4824,2758,Alison Conte Cerutti,M,Brazil-1,BRA,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver,26.0*203.0?106.0,158.79
4825,2758,Alison Conte Cerutti,M,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,30.0*203.0?106.0,817.61
4832,2760,Deji Aliu,M,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,28.0:187.0?75.0,1661.53
4835,2762,Margarita Sergeyevna Aliychuk,F,Russia,RUS,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,17.0:174.0?48.0,1171.2
4847,2769,Kimia Alizadeh Zenoorin,F,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Bronze,18.0(185.0?57.0,998.27
4877,2785,Alphonse Allaert,M,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Silver,44.0*nan?nan,725.71
4878,2785,Alphonse Allaert,M,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Team",Gold,44.0(nan?nan,409.57
4879,2785,Alphonse Allaert,M,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Team",Gold,44.0(nan?nan,521.91
4880,2786,Yuliya Yakunovna Allagulova,F,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,19.0:176.0?54.0,1585.33
4888,2792,mile Allais,M,France,FRA,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Alpine Skiing,Alpine Skiing Men's Combined,Bronze,23.0:168.0?68.0,509.68
4891,2794,Mohamed Allalou,M,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,Bronze,26.0:174.0?63.0,296.07
4910,2798,Peter Frank Allam,M,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze,25.0*193.0?93.0,596.6
4912,2799,Olivier Allamand,M,France,FRA,1992 Winter,1992,Winter,Albertville,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver,22.0:175.0?72.0,842.0
4916,2800,Alister Millar Allan,M,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,40.0:162.0?68.0,1952.23
4918,2800,Alister Millar Allan,M,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,44.0*162.0?68.0,379.31
4962,2829,Richard Louis Pierre Allemane,M,USFSA,FRA,1900 Summer,1900,Summer,Paris,Football,Football Men's Football,Silver,18.0(nan?nan,1602.82
4965,2832,"William Charles ""Bill"" Allen",M,United States,USA,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold,24.0(188.0?95.0,369.07
4966,2833,John Chad Allen,M,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze,21.0(185.0?86.0,303.67
4994,2849,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,Austria,AUT,2004 Summer,2004,Summer,Athina,Triathlon,Triathlon Women's Olympic Distance,Gold,34.0:163.0?53.0,674.41
4996,2850,"Kate Ruth ""Katie"" Allen",F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,26.0*170.0?65.0,292.74
5028,2861,Nathon Allen,M,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,20.0?178.0?nan,1299.78
5031,2863,Walter Ray Allen,M,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold,25.0*192.0?93.0,1550.41
5032,2864,Richard James Allen,M,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold,25.0:172.0?nan,816.52
5033,2864,Richard James Allen,M,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,30.0:172.0?nan,1556.63
5034,2864,Richard James Allen,M,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold,34.0:172.0?nan,1426.48
5041,2869,"Scott Ethan ""Scotty"" Allen",M,United States,USA,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Men's Singles,Bronze,14.0?163.0?69.0,750.36
5043,2871,"Terence de la Mesa ""Terry"" Allen",M,United States,USA,1920 Summer,1920,Summer,Antwerpen,Polo,Polo Men's Polo,Bronze,32.0?nan?nan,1355.63
5048,2874,Wyatt Allen,M,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold,25.0:193.0?98.0,282.3
5049,2874,Wyatt Allen,M,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze,29.0*193.0?98.0,1327.16
5050,2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,21.0:170.0?59.0,495.44
5051,2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,25.0?170.0?59.0,694.21
5052,2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,29.0?170.0?59.0,1847.43
5055,2877,"Katherine Fiona ""Kate"" Allenby",F,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze,26.0(177.0?72.0,134.15
5059,2880,Arthur Allers,M,Heira II,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,44.0?nan?nan,575.77
5061,2882,Ejler Arild Emil Allert,M,Nykjbings paa Falster,DEN,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",Gold,30.0:nan?nan,170.12
5075,2892,Ade Franci Alleyne-Forte,M,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,23.0(180.0?73.0,1634.32
5077,2894,Derek Swithin Allhusen,M,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver,54.0:180.0?71.0,1307.69
5078,2894,Derek Swithin Allhusen,M,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,54.0(180.0?71.0,1599.94
5116,2909,"Ian Alistair ""Al"" Allison",M,Canada,CAN,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver,27.0(nan?nan,308.54
5126,2915,"Edward Percival ""Percy"" Allman-Smith",M,Ireland-2,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Men's Hockey,Silver,21.0:nan?nan,138.86
5128,2917,Antonio Allocchio,M,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Gold,31.0:nan?nan,1517.97
5147,2929,Lynne Marie Allsup (-Olson),F,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,15.0*163.0?59.0,1120.0
5148,2930,Carmela Allucci,F,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold,34.0(167.0?60.0,1351.97
5178,2942,Knut Emil Willehard Alm,M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Bronze,31.0(170.0?63.0,743.36
5233,2965,"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,29.0:170.0?69.0,1741.26
5279,2987,Aleksandr Davletovich Almetov,M,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,20.0*178.0?83.0,1290.48
5280,2987,Aleksandr Davletovich Almetov,M,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,24.0(178.0?83.0,115.95
5281,2988,Matas Jess Almeyda,M,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Silver,22.0(173.0?70.0,954.44
5282,2989,"Gustav Adolf ""Gsta"" Almgren",M,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Team",Silver,29.0*nan?nan,845.52
5285,2991,Almighty Voice,M,Mohawk Indians-2,CAN,1904 Summer,1904,Summer,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Bronze,nan?nan?nan,682.61
5294,2996,Erland Herman Lison Almkvist,M,Tornado,SWE,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed Three Person Keelboat,Silver,39.0:nan?nan,435.95
5296,2998,Erik Albin Almlf,M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Triple Jump,Bronze,20.0*188.0?73.0,1288.56
5297,2998,Erik Albin Almlf,M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Triple Jump,Bronze,28.0:188.0?73.0,386.71
5308,3006,Gte Augustin Almqvist,M,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,30.0?nan?nan,875.28
5314,3009,"Anders Percival ""Percy"" Almstedt",M,Elsie,SWE,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 40 metres,Silver,31.0?nan?nan,234.08
5317,3011,Arvid Folke Alnevik (Andersson-),M,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,28.0:182.0?70.0,1614.41
5318,3012,Nicolas Alnoudji,M,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold,20.0:180.0?80.0,406.12
5323,3017,Alosio Pires Alves,M,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver,25.0:182.0?74.0,1010.6
5350,3029,Jessica Alonso Bernardo,F,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze,28.0*172.0?65.0,1471.02
5385,3052,"Mikhail Surenovich ""Misha"" Aloyan",M,Russia,RUS,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,Bronze,23.0*164.0?52.0,599.78
5389,3055,Glory Alozie Oluchi,F,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres Hurdles,Silver,22.0:155.0?51.0,1000.98
5422,3069,Thomas Alsgaard (Alsgrd-),M,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold,22.0?190.0?82.0,595.68
5423,3069,Thomas Alsgaard (Alsgrd-),M,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,22.0*190.0?82.0,1066.53
5427,3069,Thomas Alsgaard (Alsgrd-),M,Norway,NOR,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,Gold,26.0*190.0?82.0,1765.22
5428,3069,Thomas Alsgaard (Alsgrd-),M,Norway,NOR,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,26.0?190.0?82.0,441.16
5430,3069,Thomas Alsgaard (Alsgrd-),M,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit,Gold,30.0:190.0?82.0,1355.08
5431,3069,Thomas Alsgaard (Alsgrd-),M,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,30.0?190.0?82.0,679.01
5434,3070,Malin Therse Alshammar,F,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,Silver,23.0(180.0?64.0,853.15
5435,3070,Malin Therse Alshammar,F,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,Silver,23.0?180.0?64.0,1266.36
5436,3070,Malin Therse Alshammar,F,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,23.0:180.0?64.0,269.34
5444,3071,Andrey Igorevich Alshan,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",Silver,28.0?181.0?78.0,1184.74
5457,3077,Ida Alstad,F,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold,27.0(172.0?60.0,211.07
5458,3077,Ida Alstad,F,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze,31.0(172.0?60.0,1647.53
5461,3080,Robert Alt,M,Switzerland-1,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,Gold,29.0*nan?nan,107.19
5481,3093,Lutz Altepost,M,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,26.0*193.0?92.0,556.07
5490,3099,"Ingeburg ""Inge"" Althoff-Schwerzmann",F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Pairs,Silver,25.0?180.0?72.0,1504.16
5493,3102,"Fernando ""Nando"" Altimani",M,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 10 kilometres Walk,Bronze,18.0?177.0?70.0,961.16
5502,3108,Livia Altmann,F,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,19.0?165.0?64.0,312.07
5514,3118,Jeannette Eleanor Altwegg (-Wirz),F,Great Britain,GBR,1948 Winter,1948,Winter,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,Bronze,17.0(nan?nan,677.79
5515,3118,Jeannette Eleanor Altwegg (-Wirz),F,Great Britain,GBR,1952 Winter,1952,Winter,Oslo,Figure Skating,Figure Skating Women's Singles,Gold,21.0*nan?nan,1446.27
5562,3147,Cristin Andrs lvarez Valenzuela,M,Chile,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze,20.0:173.0?62.0,1895.67
5568,3150,"Eduardo C. ""Eddy"" Alvarez",M,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,24.0(175.0?72.0,775.61
5595,3165,Jos Mara lvarez de las Asturias Bohorques y Goyeneche,M,Spain,ESP,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Jumping, Team",Gold,33.0?nan?nan,137.99
5608,3171,Jos Miguel lvarez Pozo,M,Cuba,CUB,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,Bronze,22.0*198.0?97.0,620.35
5611,3174,Lzaro Jorge lvarez Estrada,M,Cuba,CUB,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Bantamweight,Bronze,21.0*173.0?60.0,495.13
